,COUNTY,NPI,Tot_Clms,Tot_30day_Fills,Tot_Day_Suply,Tot_Drug_Cst,Tot_Benes,GE65_Tot_Clms,GE65_Tot_30day_Fills,GE65_Tot_Drug_Cst,GE65_Tot_Day_Suply,GE65_Tot_Benes
259,36037,3,57,61.800000000000004,1770,41341.32,0.0,57.0,61.800000000000004,41341.32,1770.0,0.0
260,36043,1,12,12.8,372,8788.79,0.0,0.0,0.0,0.0,0.0,0.0
261,36047,12,493,564.9,16454,405089.62,73.0,236.0,276.0,197359.44,8021.0,0.0
262,36055,1,11,17.5,512,10478.63,0.0,11.0,17.5,10478.63,512.0,0.0
263,36059,7,103,173.5,5118,118235.39,0.0,11.0,23.8,16784.78,714.0,0.0
264,36061,17,275,344.3,9964,244046.47999999998,23.0,149.0,204.89999999999998,145357.71,5983.0,23.0
265,36063,2,36,55.900000000000006,1644,39314.79,11.0,15.0,16.7,10464.22,486.0,0.0
266,36067,3,66,114.5,3358,81698.56999999999,0.0,12.0,20.1,14335.23,590.0,0.0
267,36079,1,18,35.9,1060,25726.21,0.0,0.0,0.0,0.0,0.0,0.0
268,36081,5,88,118.8,3480,84664.76,0.0,0.0,0.0,0.0,0.0,0.0
269,36085,9,321,465.8,13818,328954.03,78.0,107.0,171.8,119609.32999999999,5088.0,39.0
270,36087,1,16,37.8,1134,25584.23,0.0,0.0,0.0,0.0,0.0,0.0
271,36091,1,12,17.7,518,11381.3,0.0,12.0,17.7,11381.3,518.0,0.0
272,36101,2,28,37.2,1080,22956.3,0.0,0.0,0.0,0.0,0.0,0.0
273,36103,7,127,189.10000000000002,5529,134447.37,11.0,23.0,40.8,28440.379999999997,1198.0,0.0
274,36119,14,516,632.7,18396,429191.72,111.0,138.0,195.8,128529.26,5777.0,29.0
275,36121,3,57,61.800000000000004,1770,41341.32,0.0,57.0,61.800000000000004,41341.32,1770.0,0.0
276,37003,6,147,165.60000000000002,4806,119618.82,45.0,33.0,49.199999999999996,36077.76,1434.0,0.0
277,37013,6,132,134.39999999999998,3840,97703.58,0.0,0.0,0.0,0.0,0.0,0.0
278,37021,8,164,215.4,6248,151421.05,40.0,29.0,46.8,32673.4,1373.0,0.0
279,37023,3,36,36.0,1008,27520.53,0.0,0.0,0.0,0.0,0.0,0.0
280,37025,2,29,34.8,1000,23022.57,0.0,0.0,0.0,0.0,0.0,0.0
281,37027,3,36,36.0,1008,27520.53,0.0,0.0,0.0,0.0,0.0,0.0
282,37029,2,30,35.0,1024,23609.48,0.0,30.0,35.0,23609.48,1024.0,0.0
283,37031,2,22,22.0,616,15945.98,0.0,0.0,0.0,0.0,0.0,0.0
284,37037,2,28,38.8,1132,21920.76,0.0,0.0,0.0,0.0,0.0,0.0
285,37043,2,30,42.0,1236,29845.18,0.0,0.0,0.0,0.0,0.0,0.0
286,37047,1,17,20.6,592,15556.08,0.0,0.0,0.0,0.0,0.0,0.0
287,37051,1,12,12.0,316,10069.05,0.0,0.0,0.0,0.0,0.0,0.0
288,37057,6,196,239.2,6892,180003.4,56.0,94.0,115.6,85684.02,3328.0,0.0
289,37059,6,147,165.60000000000002,4806,119618.82,45.0,33.0,49.199999999999996,36077.76,1434.0,0.0
290,37063,3,42,58.199999999999996,1698,32881.14,0.0,0.0,0.0,0.0,0.0,0.0
291,37065,6,132,134.39999999999998,3840,97703.58,0.0,0.0,0.0,0.0,0.0,0.0
292,37067,4,120,141.6,4072,106715.0,28.0,58.0,68.8,50829.020000000004,1972.0,0.0
293,37081,8,276,330.4,9462,247449.3,82.0,150.0,179.2,132721.36,5090.0,0.0
294,37087,6,99,141.89999999999998,4170,97971.0,0.0,0.0,0.0,0.0,0.0,0.0
295,37089,2,38,47.0,1360,32664.4,0.0,0.0,0.0,0.0,0.0,0.0
296,37093,1,12,12.0,316,10069.05,0.0,0.0,0.0,0.0,0.0,0.0
297,37097,7,163,185.70000000000002,5392,133569.1,45.0,33.0,49.199999999999996,36077.76,1434.0,0.0
