,FIPS,Population_2020,Obesity_2020,ExcessiveDrinking,Unemployment,PhysicalInactivity,College,PhysicalDistress,MentalDistress,FI,HouseBurden,PCP,MHP,TrafficVolume,StateAbbr,Population_2022,TotalPop18plus,Obesity,Diabetes,Depression,BingeDrink,Conservative Protestant,Black Protestant,Orthodox Christian,Mainline Protestant,Other,Other Christian,Catholic,Judaism,Latter-day Saints,Hinduism,Jehovah’s Witnesses,Buddhism,Islam,Series_Complete_Yes,county_fips,DEMOCRAT_2024,REPUBLICAN_2024,Suicide,FFR20,FSR20
0,1001,55639,18527.787,8360.33353108223,2019.183187583068,19306.733,8953,7614.32434965624,7861.42718203711,7270,2726,25.0,13.0,88,AL,59759,45878,17617.152,5184.214,11148.354000000001,7615.7480000000005,23418.0,1006.0,0.0,2821.0,0.0,0.0,0.0,0.0,553.0,0.0,228.0,0.0,0.0,25756,1001.0,7439,20484,10,45,32
1,1003,218289,67669.59,39201.015540737666,7891.981555383996,57846.585,32812,27242.702233949192,29415.17523838551,23560,8813,155.0,210.0,86,AL,246435,195167,71821.45599999999,19907.034,48986.917,35520.394,60369.0,2048.0,150.0,18596.0,0.0,109.0,0.0,0.0,1521.0,0.0,1904.0,0.0,0.0,119284,1003.0,24934,95798,51,172,246
2,1005,0,0.0,0.0,0.0,0.0,2363,0.0,0.0,5760,1190,8.0,2.0,102,AL,24706,19675,8617.65,3148.0,4623.625,2695.475,8797.0,704.0,0.0,1264.0,0.0,0.0,0.0,0.0,369.0,0.0,232.0,0.0,0.0,11703,1005.0,4158,5606,3,24,13
3,1007,0,0.0,0.0,0.0,0.0,2635,0.0,0.0,3240,638,11.0,5.0,29,AL,22005,17660,7311.24,2348.78,4697.56,2754.96,9563.0,360.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8178,1007.0,1619,7572,5,7,7
4,1009,57755,19521.19,8218.87946478385,2027.86891143661,17499.765,7438,8387.85356745475,8581.9718701767,6140,1630,13.0,9.0,33,AL,59512,46000,17157.999999999996,5336.0,12880.0,7866.000000000001,27687.0,390.0,0.0,2501.0,0.0,0.0,0.0,0.0,461.0,0.0,312.0,0.0,0.0,19005,1009.0,2576,25354,12,24,17
5,1013,0,0.0,0.0,0.0,0.0,2011,0.0,0.0,4160,711,5.0,10.0,19,AL,18650,14473,6585.215,2142.0040000000004,3487.9930000000004,1997.2740000000003,9222.0,702.0,0.0,738.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,0.0,0.0,7968,1013.0,3251,5172,2,21,9
6,1015,114324,44014.74,15824.99119325628,5319.303837112188,36240.708,17099,16867.8217307796,17367.53890511388,18100,5024,73.0,132.0,109,AL,115788,91336,34981.688,11599.672,23108.008,14339.752,65183.0,7076.0,69.0,5106.0,0.0,0.0,0.0,0.0,553.0,0.0,834.0,0.0,370.0,55615,1015.0,13194,34912,21,104,68
7,1017,33427,13404.226999999999,4260.51671042459,1306.3576197854911,10061.527,3714,5096.87786344516,5180.0729104516,6070,1561,14.0,2.0,20,AL,34088,27025,12269.35,3945.65,6864.35,3891.6,10087.0,5218.0,0.0,1940.0,0.0,0.0,0.0,0.0,553.0,0.0,320.0,0.0,0.0,11025,1017.0,5405,8711,5,32,15
8,1019,26035,9112.25,3672.6436385182,929.661418000725,8148.955,2823,3740.1128145904995,3821.4020557264503,3230,989,10.0,5.0,25,AL,25302,20586,8275.572,2326.2180000000003,5558.22,3520.2060000000006,10548.0,270.0,0.0,1486.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,0.0,0.0,8486,1019.0,1553,11358,4,18,15
9,1021,44147,16643.419,6405.453594066721,1593.5172006359392,14656.804000000002,4564,6441.485062534941,6700.23426327451,5740,1915,9.0,23.0,28,AL,45884,35069,12730.047,4068.004,8977.664,5821.454000000001,26883.0,884.0,0.0,1702.0,0.0,0.0,0.0,0.0,461.0,0.0,324.0,0.0,0.0,16708,1021.0,2698,16920,2,27,19
10,1023,0,0.0,0.0,0.0,0.0,1608,0.0,0.0,2570,463,5.0,1e-06,17,AL,12439,9977,4569.465999999999,1506.5269999999998,2544.135,1426.711,4373.0,884.0,0.0,759.0,0.0,0.0,0.0,0.0,231.0,0.0,74.0,0.0,0.0,8643,1023.0,2515,4103,5,8,7
11,1025,0,0.0,0.0,0.0,0.0,2108,0.0,0.0,5640,992,13.0,17.0,66,AL,22515,17657,7839.708,2630.893,4414.25,2507.294,12152.0,1796.0,0.0,1272.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,0.0,0.0,12393,1025.0,4927,6965,0,27,12
12,1027,0,0.0,0.0,0.0,0.0,1006,0.0,0.0,1940,386,5.0,2.0,37,AL,14198,11235,4449.06,1471.785,3078.39,1775.13,7390.0,1092.0,0.0,749.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,5785,1027.0,993,5734,1,5,4
13,1031,52238,17865.396,7931.449249792619,2062.71970025045,16089.304000000002,8442,7017.319810811121,7365.436237401041,7240,1784,28.0,34.0,58,AL,54805,41812,14257.892,4933.816000000001,9700.384,6940.792000000001,28336.0,980.0,0.0,2661.0,0.0,0.0,0.0,0.0,507.0,0.0,282.0,0.0,0.0,25632,1031.0,4601,17495,11,49,29
14,1033,54957,16816.842,8077.356132800851,2537.7856221501,20114.262000000002,7124,7628.41651003488,7890.518037313171,8000,2442,35.0,19.0,80,AL,58033,45809,18735.880999999998,5497.08,12139.385,7421.057999999999,25022.0,4666.0,0.0,2540.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,0.0,0.0,27386,1033.0,7137,19714,17,55,33
15,1035,0,0.0,0.0,0.0,0.0,957,0.0,0.0,2650,370,5.0,8.0,34,AL,11206,8943,3997.5210000000006,1386.165,2173.149,1234.134,3518.0,252.0,0.0,574.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,5590,1035.0,2580,3423,4,8,3
16,1039,37096,11759.431999999999,5008.07209706376,1698.382531861712,13169.08,4499,5197.9564584028,5524.19078571472,5480,1402,19.0,24.0,42,AL,37602,29340,13085.64,3432.78,8391.24,4577.04,17527.0,392.0,0.0,2000.0,0.0,0.0,0.0,0.0,231.0,0.0,224.0,0.0,0.0,14508,1039.0,2314,14677,2,32,21
17,1041,0,0.0,0.0,0.0,0.0,1486,0.0,0.0,2200,405,2.0,8.0,57,AL,13025,10003,4031.209,1290.387,2570.771,1510.453,6437.0,76.0,0.0,686.0,0.0,0.0,0.0,0.0,231.0,0.0,124.0,0.0,0.0,4917,1041.0,1457,5000,2,7,6
18,1043,83345,30754.305,12407.72138700355,2734.10375361124,30587.615000000005,10249,11548.55171008615,12214.24924469515,9660,2866,46.0,113.0,51,AL,90665,70581,28020.657000000003,8187.396,20186.166,12281.094,47307.0,650.0,0.0,2598.0,0.0,0.0,0.0,0.0,507.0,0.0,322.0,0.0,0.0,32943,1043.0,4039,38704,18,69,42
19,1045,49293,18336.996000000003,7166.19729712824,2072.657952301374,15773.76,7461,7326.382066351651,7417.102904847451,7940,2291,9.0,46.0,41,AL,49544,38039,16851.277,5135.265,9776.023,5972.123,16813.0,1146.0,0.0,2430.0,0.0,0.0,0.0,0.0,922.0,0.0,200.0,0.0,545.0,24412,1045.0,4484,14476,8,30,28
20,1047,38184,16457.304,4329.399843249839,2500.204037678688,10271.496,4626,6874.277306255281,6884.585824698001,11100,2501,29.0,23.0,60,AL,36767,28171,14226.355,4929.925,6225.791000000001,3408.691,13379.0,3184.0,0.0,1191.0,0.0,0.0,0.0,0.0,369.0,0.0,400.0,0.0,369.0,17591,1047.0,10236,5190,3,25,11
21,1049,71430,20857.56,8898.9276407076,2726.42636665107,22643.31,8065,11674.0618058523,11514.0052697856,8840,2351,30.0,19.0,53,AL,71998,54954,21377.106,7583.652000000001,15606.936,8353.008,34511.0,450.0,0.0,3217.0,0.0,0.0,0.0,0.0,507.0,0.0,616.0,0.0,0.0,25210,1049.0,3758,25633,19,39,35
22,1051,81526,27963.417999999998,12924.23540971466,2810.6370549795383,21522.863999999998,12203,10302.2706586715,11274.431565995541,10740,2857,21.0,14.0,57,AL,89563,70369,25614.316000000003,8022.066,17451.512,11681.254,29832.0,1182.0,0.0,4867.0,0.0,0.0,0.0,0.0,1198.0,0.0,436.0,0.0,0.0,39299,1051.0,9774,31374,22,52,38
23,1053,36775,14489.35,4771.61816475775,1680.908584164575,11915.1,3672,5978.44189404875,6010.457637932999,6930,1281,13.0,21.0,35,AL,36666,28378,12344.43,4256.7,7378.28,4029.676,18863.0,721.0,0.0,1463.0,0.0,0.0,0.0,0.0,922.0,0.0,366.0,0.0,0.0,13936,1053.0,3964,10884,8,32,15
24,1055,102721,36465.955,14412.30125750362,4214.097085548587,35027.861000000004,13829,15281.07910097031,15472.45125562765,15010,3435,83.0,124.0,140,AL,103088,81013,33458.369,10207.637999999999,22359.588000000003,12800.054000000002,65771.0,5223.0,0.0,4213.0,0.0,0.0,0.0,0.0,1198.0,0.0,704.0,0.0,370.0,43441,1055.0,10027,35653,17,85,64
25,1057,0,0.0,0.0,0.0,0.0,1975,0.0,0.0,2400,673,16.0,2.0,34,AL,16118,12706,4980.752,1677.1919999999998,3570.3860000000004,1982.1360000000002,8164.0,152.0,0.0,868.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,5906,1057.0,1142,7158,6,9,6
26,1059,31587,10834.340999999999,4224.335555159701,1178.702386809369,12034.646999999999,3271,5033.83497867789,5097.55049641392,4060,823,14.0,3.0,40,AL,31932,24099,9543.204,3253.3650000000002,6506.7300000000005,3783.543,15043.0,786.0,0.0,1269.0,0.0,0.0,0.0,0.0,231.0,0.0,512.0,0.0,0.0,14226,1059.0,1568,10417,8,16,15
27,1061,26383,10210.221000000001,3620.31208486374,1035.771633950095,9708.944,2640,4016.5048508078203,4170.27125132352,3930,1113,8.0,5.0,44,AL,26783,20925,7993.350000000001,2615.625,5879.925,3348.0,12087.0,100.0,0.0,1260.0,0.0,0.0,0.0,0.0,553.0,0.0,134.0,0.0,0.0,10863,1061.0,1391,10929,10,15,13
28,1065,0,0.0,0.0,0.0,0.0,1550,0.0,0.0,3330,679,3.0,2.0,42,AL,14595,11112,4933.728,1733.4719999999998,2577.984,1433.448,4185.0,1764.0,0.0,818.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,9267,1065.0,3868,3369,3,6,6
29,1067,0,0.0,0.0,0.0,0.0,2029,0.0,0.0,2430,570,5.0,2.0,29,AL,17655,14074,5390.342,1928.138,3799.98,2195.544,7596.0,1232.0,0.0,1116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8034,1067.0,2263,6989,4,11,9
30,1069,105319,40126.539000000004,14243.02747135906,4257.080287972629,32227.614000000005,15750,15134.817650995172,16006.0258840137,17160,4665,88.0,151.0,139,AL,108079,83692,31384.5,10879.960000000001,21425.152000000002,12302.724,61621.0,4528.0,20.0,11120.0,0.0,0.0,0.0,0.0,1198.0,1731.0,1736.0,0.0,370.0,47400,1069.0,11352,32469,22,121,75
31,1071,51765,20033.055000000004,6984.1422263067,2127.084677964435,15063.615,5574,7923.0631107012,8180.347172251801,7130,1922,28.0,24.0,29,AL,52891,42087,16245.582,5218.788,12036.882,6902.267999999999,21717.0,1492.0,0.0,1682.0,0.0,0.0,0.0,0.0,507.0,0.0,194.0,0.0,0.0,26460,1071.0,3276,20073,8,33,25
32,1073,658615,227880.79,96741.6095851095,24445.2725831268,198243.115,121725,90303.41421105986,95948.45099392434,117600,37943,709.0,1166.0,419,AL,665409,515688,204728.13600000003,66523.75200000001,121702.36800000002,76321.82400000001,307784.0,85807.0,1610.0,59940.0,0.0,253.0,0.0,3046.0,3885.0,2617.0,4792.0,580.0,9002.0,404392,1073.0,162112,131123,77,682,410
33,1075,0,0.0,0.0,0.0,0.0,1596,0.0,0.0,2140,394,1e-06,2.0,28,AL,13705,10722,4106.526,1286.64,2905.6620000000003,1758.408,7800.0,906.0,0.0,677.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6297,1075.0,806,6033,0,7,9
34,1077,92870,30182.75,12766.611767841001,3891.8967276620406,26467.95,12553,13091.782307649602,13531.631733374901,12950,3971,47.0,143.0,108,AL,95878,77472,28277.28,8366.976,20297.664,12782.880000000001,49362.0,2562.0,0.0,5837.0,0.0,68.0,0.0,0.0,553.0,0.0,428.0,0.0,60.0,44954,1077.0,10326,32708,29,77,63
35,1079,32969,10747.894000000002,4724.937430270551,1380.912924786038,12000.715999999999,3859,4782.28577899406,5062.1217778461705,4470,1089,5.0,41.0,30,AL,33214,26022,10590.954000000002,3408.882,7182.072000000001,4345.674,19612.0,2278.0,0.0,871.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15891,1079.0,2983,13024,6,17,18
36,1081,163461,48874.83899999999,25741.18971905952,5918.438168077242,34817.19300000001,30589,22605.22517932968,24067.464054257704,26560,9864,85.0,141.0,120,AL,180773,143546,50528.192,17081.974000000002,35312.316,22680.268000000004,30225.0,6132.0,0.0,12642.0,0.0,135.0,0.0,0.0,1521.0,0.0,1092.0,0.0,520.0,69440,1081.0,25798,46020,18,152,117
37,1083,96921,32856.219,14502.660579903872,3436.233882978897,28397.853000000003,14569,13156.14929436621,13678.982048674801,11190,2942,32.0,46.0,49,AL,110900,86794,31072.251999999997,9720.928,21004.147999999997,14147.422,35599.0,4447.0,0.0,4778.0,0.0,0.0,0.0,0.0,1521.0,4331.0,494.0,0.0,0.0,39970,1083.0,14581,37887,18,49,38
38,1089,367686,120968.694,57286.43039710602,12723.123636852948,80890.92,67967,48006.33121854505,51028.58505912156,48830,15531,319.0,526.0,199,AL,403565,317999,113525.64300000001,34979.89,75047.76400000001,51515.837999999996,137871.0,24742.0,327.0,33099.0,0.0,239.0,0.0,540.0,5530.0,0.0,2404.0,505.0,3935.0,244651,1089.0,87824,105430,68,363,229
39,1091,0,0.0,0.0,0.0,0.0,2308,0.0,0.0,4330,1045,7.0,7.0,81,AL,18745,14573,6718.153,2244.242,3555.8119999999994,1996.5009999999997,12438.0,842.0,0.0,1721.0,0.0,0.0,0.0,0.0,646.0,0.0,110.0,0.0,0.0,10544,1091.0,4631,4995,2,20,10
40,1093,29818,10973.024,4184.92650406532,1218.9524264997501,9333.034,3764,4391.79811519082,4542.29887484312,3990,1108,10.0,3.0,56,AL,29156,23044,9102.380000000001,2857.4560000000006,6337.1,3825.304,14294.0,152.0,0.0,943.0,0.0,0.0,0.0,0.0,231.0,0.0,0.0,0.0,0.0,11153,1093.0,1197,12245,5,27,16
41,1095,96137,33071.128,13648.14769378943,3252.110826784291,34801.594000000005,12098,14766.62538196842,15200.71845591964,11520,3962,53.0,234.0,64,AL,99423,74082,28595.652000000002,8445.348,20076.222,12445.776000000002,46009.0,660.0,0.0,6268.0,0.0,0.0,0.0,0.0,507.0,0.0,736.0,0.0,0.0,45940,1095.0,5553,34434,18,94,63
42,1097,413977,150273.651,62896.75969613585,19434.64801562765,126676.96200000001,63560,59694.479878354294,64503.60017802053,74120,21814,278.0,382.0,252,AL,411411,316433,133534.72600000002,42718.455,78475.384,49679.981,163888.0,43568.0,405.0,23389.0,0.0,37.0,0.0,527.0,1521.0,0.0,3244.0,2149.0,3220.0,215716,1097.0,72055,100759,78,322,214
43,1099,0,0.0,0.0,0.0,0.0,1907,0.0,0.0,5240,771,8.0,18.0,32,AL,19404,15344,6551.888000000001,2332.288,3820.656,2163.504,7901.0,2144.0,0.0,1090.0,0.0,0.0,0.0,0.0,231.0,0.0,156.0,0.0,0.0,9343,1099.0,3740,6007,5,11,9
44,1101,226451,85372.02700000002,31365.743275061912,9049.117428649475,64991.437000000005,38261,34915.76592097702,33853.84597883677,47040,14672,221.0,324.0,359,AL,226361,172697,77022.86200000001,27113.429,38684.128,22277.913000000004,78259.0,38082.0,134.0,20119.0,0.0,50.0,0.0,762.0,1198.0,0.0,2438.0,1574.0,2110.0,124566,1101.0,57946,30477,35,250,132
45,1103,119352,38670.048,16172.637003252961,4200.909068359032,31747.632,16568,16395.49696915752,17202.129241385283,15380,4451,58.0,172.0,123,AL,124211,95875,37103.62500000001,12367.875,25598.625,15531.75,62454.0,3590.0,0.0,6684.0,0.0,0.0,0.0,0.0,553.0,0.0,1020.0,0.0,370.0,53883,1103.0,12392,40449,18,94,64
46,1107,0,0.0,0.0,0.0,0.0,2677,0.0,0.0,3810,782,8.0,3.0,32,AL,18697,15176,6647.088,2200.52,3566.36,2185.344,9240.0,2382.0,0.0,1161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.0,10531,1107.0,3388,5465,5,7,5
47,1109,33274,12045.188,4994.26529705776,1498.7500984839019,9250.172,4361,5307.4247831886405,5271.291671815181,6980,1754,16.0,16.0,66,AL,33014,26725,10850.35,3661.3250000000003,6307.1,3901.85,10006.0,1770.0,0.0,2389.0,0.0,0.0,0.0,0.0,369.0,0.0,152.0,0.0,0.0,14549,1109.0,4899,8224,1,35,19
48,1111,0,0.0,0.0,0.0,0.0,2498,0.0,0.0,3450,859,7.0,6.0,35,AL,22479,17785,7274.0650000000005,2312.05,4819.735,2881.17,8117.0,780.0,0.0,1595.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,0.0,7797,1111.0,1920,9102,2,10,5
49,1113,57938,26130.038000000004,7698.596289653321,2329.423230754554,18250.47,10053,8910.25686966394,9014.39796519584,11220,3360,15.0,24.0,222,AL,58555,44348,20799.212,7006.984,10732.215999999999,6519.156,22359.0,4963.0,0.0,2088.0,0.0,0.0,0.0,0.0,553.0,0.0,502.0,0.0,0.0,25815,1113.0,10422,10078,11,53,26
50,1115,88929,32548.014,13471.271023400188,3108.2459239594527,27301.202999999998,12585,11852.06260961304,12339.447851003402,10160,3110,15.0,18.0,49,AL,93932,73225,24164.25,7761.85,19624.3,13253.725,40412.0,2250.0,0.0,2366.0,0.0,0.0,0.0,0.0,0.0,0.0,372.0,0.0,0.0,36266,1115.0,7640,35501,24,63,37
51,1117,216350,75722.5,36886.928880245505,6169.05377754535,54087.5,42896,25361.249077385,27013.135799988002,19340,7014,172.0,172.0,113,AL,230115,179068,57480.828,17011.46,42797.252,30083.424,64191.0,2824.0,0.0,14065.0,0.0,0.0,0.0,0.0,1659.0,300.0,1214.0,0.0,1286.0,82345,1117.0,33087,79666,45,178,115
52,1119,0,0.0,0.0,0.0,0.0,1351,0.0,0.0,3620,820,7.0,2.0,13,AL,11853,9573,4326.996,1684.8480000000002,2240.082,1139.187,3106.0,1120.0,0.0,593.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,6759,1119.0,3725,1542,3,8,6
53,1121,80244,31134.672,11179.6208453862,3434.3092229324757,28005.156000000003,10354,11710.9271020212,12462.9286164174,13930,3482,25.0,15.0,69,AL,80704,64258,27373.908000000003,9060.377999999999,16193.016,9510.184000000001,33957.0,5878.0,0.0,3515.0,0.0,0.0,0.0,0.0,507.0,0.0,572.0,0.0,0.0,30250,1121.0,10898,22100,16,53,34
54,1123,40450,14562.0,5332.300260495,1693.3828494324002,12135.0,4306,5871.419991401,6191.9707696805,6770,2065,20.0,12.0,44,AL,40977,32936,13800.184,4248.744000000001,8201.063999999998,5236.8240000000005,21827.0,2324.0,0.0,3850.0,0.0,7.0,0.0,0.0,507.0,0.0,300.0,0.0,0.0,16070,1123.0,4975,14884,2,26,21
55,1125,208854,72263.48400000001,33525.219188780284,7637.012828716122,62656.200000000004,35360,28981.774007782384,31551.81557236434,33580,10555,150.0,276.0,229,AL,236780,189291,78366.474,24229.248000000003,48837.078,28582.941000000003,77540.0,11108.0,0.0,9936.0,0.0,268.0,0.0,192.0,1521.0,0.0,1050.0,0.0,370.0,95238,1125.0,33399,50724,28,179,117
56,1127,63802,25265.592000000004,8827.83809237764,2711.3057456642205,22777.314000000006,8042,10039.43523765478,10375.53739341624,9470,2406,26.0,29.0,27,AL,64339,49952,21429.408,6393.856000000001,14885.696000000002,7792.512,36146.0,1286.0,0.0,2108.0,0.0,0.0,0.0,0.0,507.0,0.0,408.0,0.0,0.0,31064,1127.0,4102,25464,17,47,32
57,1131,0,0.0,0.0,0.0,0.0,972,0.0,0.0,3200,323,4.0,1.0,15,AL,10059,7838,3801.4300000000003,1473.5439999999999,1881.1200000000001,924.8840000000001,3247.0,456.0,0.0,662.0,0.0,0.0,0.0,0.0,231.0,0.0,118.0,0.0,0.0,5751,1131.0,3449,1793,0,4,4
58,1133,0,0.0,0.0,0.0,0.0,2791,0.0,0.0,3140,760,10.0,2.0,18,AL,23755,18962,6883.206,2256.478,5233.512000000001,3280.4260000000004,12025.0,120.0,0.0,875.0,0.0,0.0,0.0,0.0,231.0,0.0,0.0,0.0,0.0,5336,1133.0,884,10191,7,12,14
59,2020,292090,92884.62,62708.101668179996,16047.168937128079,51407.840000000004,63502,30169.0263898113,29185.33957756707,36130,13419,325.0,1203.0,462,AK,287145,219637,65012.552,17351.323,46123.770000000004,41950.667,48802.0,3005.0,1535.0,7799.0,0.0,311.0,0.0,464.0,12725.0,469.0,2958.0,5102.0,400.0,205043,2020.0,3924,3041,70,213,217
60,4001,71714,24024.19,9283.37430092052,7218.2492136318615,19506.208000000002,8197,13255.496102322439,12909.207365781482,17330,1225,23.0,64.0,14,AZ,65432,48388,18919.708000000002,8661.452,12048.612,8129.184,2921.0,76.0,0.0,443.0,0.0,0.0,0.0,0.0,9126.0,0.0,290.0,0.0,0.0,80342,4001.0,18872,12795,27,14,15
61,4003,126442,37679.716,18644.5903066196,7084.958773640844,31231.174,19390,16191.093007814161,16367.171420727562,17580,5671,68.0,153.0,36,AZ,125663,99550,32751.95,10751.4,22498.3,18416.75,13757.0,1566.0,200.0,2306.0,0.0,73.0,0.0,76.0,10824.0,0.0,2140.0,0.0,0.0,90203,4003.0,22296,35936,41,64,80
62,4005,142254,33856.452000000005,24754.10674577022,7811.854520432256,24183.18,24103,18402.250001509077,18998.814141554943,24950,7613,119.0,295.0,106,AZ,144060,116202,31374.54,12085.008,25796.844,22891.793999999998,7536.0,40.0,200.0,2325.0,0.0,125.0,0.0,127.0,13530.0,0.0,1104.0,580.0,988.0,119393,4005.0,41504,27576,40,133,163
63,4007,53846,16584.568,8432.07523105688,3170.50292777894,14592.266000000001,4894,7555.26653146252,7577.406419282439,8950,2474,25.0,35.0,120,AZ,53922,43714,15037.615999999998,5114.538,10797.358,8567.944,6228.0,0.0,0.0,787.0,0.0,0.0,0.0,0.0,4512.0,0.0,716.0,0.0,0.0,33889,4007.0,8504,18901,20,28,56
64,4009,38304,13329.792,6562.52889975648,1966.948245730944,8924.832,5809,5205.7638362016005,5053.421324448,5540,964,22.0,16.0,13,AZ,38779,28375,11463.5,3546.875,6866.75,5220.999999999999,2936.0,0.0,0.0,319.0,0.0,0.0,0.0,0.0,11830.0,0.0,268.0,0.0,0.0,26419,4009.0,3867,11177,12,20,18
65,4013,4412779,1187037.551,803585.7683776051,182698.2018387413,900206.916,766920,483444.4060149099,513589.54053340363,571060,211397,3030.0,5950.0,885,AZ,4551524,3532288,1155058.1760000002,367357.95200000005,738248.1919999999,649940.992,433160.0,13993.0,14274.0,62155.0,0.0,1640.0,0.0,12445.0,266448.0,22825.0,51658.0,8681.0,90826.0,2768176,4013.0,2101,5470,798,3384,2627
66,4015,210998,67097.364,34055.68548402422,12184.454155938818,67941.356,18990,27876.2301986753,29810.20134503148,34330,10359,102.0,149.0,64,AZ,220816,185152,67765.632,19996.416,45547.392,36474.944,16904.0,126.0,87.0,2708.0,0.0,0.0,0.0,0.0,7667.0,0.0,2222.0,0.0,1976.0,95220,4015.0,980016,1051531,91,131,135
67,4017,110271,37492.14,15051.4460886069,8558.646263392491,31868.319,12869,17402.95999252272,18090.62930880219,22590,3665,68.0,87.0,65,AZ,108650,81314,31305.89,10814.762,19677.988,14392.578000000001,7629.0,100.0,0.0,874.0,0.0,0.0,0.0,0.0,29315.0,0.0,952.0,0.0,0.0,95454,4017.0,24081,85683,47,73,78
68,4019,1038476,259619.0,176245.62505010937,46616.64029772401,205618.24800000002,163001,121299.09198903118,129166.45693707772,137450,60699,863.0,1898.0,1864,AZ,1057597,850216,278870.848,87572.248,212554.0,149638.01600000003,96000.0,5886.0,1438.0,23677.0,0.0,683.0,0.0,4172.0,29656.0,4666.0,12416.0,3059.0,10566.0,788542,4019.0,20754,29480,208,719,577
69,4021,447559,145904.234,72188.82675602648,22481.416752725818,127554.315,59071,58217.79805554791,56180.6323424934,54010,15846,69.0,317.0,63,AZ,464154,363401,141362.989,42881.318,83218.829,68682.78899999999,21674.0,643.0,0.0,8636.0,0.0,0.0,0.0,0.0,34748.0,0.0,5004.0,278.0,3433.0,269175,4021.0,292450,214669,85,148,118
70,4023,46594,12533.785999999998,6587.89420811812,4347.16595083877,9458.582,5349,7015.19510156102,6504.10489539488,4440,2441,23.0,16.0,167,AZ,48759,36389,11790.035999999998,5312.794000000001,7132.244000000001,6513.631,1724.0,0.0,0.0,399.0,0.0,0.0,0.0,0.0,752.0,0.0,694.0,0.0,0.0,61720,4023.0,80656,126926,7,15,36
71,4025,232396,53451.08,38797.98199549788,10383.426347859957,53915.872,24028,28514.92842147412,29915.931976588643,32870,13972,142.0,434.0,63,AZ,246191,208516,57758.932,18974.956,47750.164,41494.684,24705.0,50.0,135.0,3212.0,0.0,309.0,0.0,338.0,10824.0,849.0,3998.0,5350.0,988.0,122153,4025.0,11265,7699,82,140,215
72,4027,211931,78202.53899999999,37524.815227220206,36117.00509007662,55737.853,28406,28271.74040954813,26179.420044925682,32820,9400,98.0,120.0,70,AZ,207842,155973,65976.579,21680.247000000003,31818.492,29166.951,12096.0,306.0,0.0,1335.0,0.0,13.0,0.0,57.0,5863.0,0.0,4298.0,0.0,988.0,164466,4027.0,48717,99346,37,135,85
73,5001,0,0.0,0.0,0.0,0.0,2304,0.0,0.0,3550,794,10.0,19.0,39,AR,16512,12710,5198.39,1741.27,3533.38,2046.3100000000004,7213.0,348.0,0.0,1853.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,10223,5001.0,1503,3951,4,12,18
74,5003,0,0.0,0.0,0.0,0.0,2353,0.0,0.0,4030,887,8.0,15.0,26,AR,18354,14253,6000.513000000001,2066.685,3848.31,2237.721,10776.0,2182.0,0.0,928.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,10155,5003.0,1774,5145,3,15,5
75,5005,41673,14043.801000000001,5408.03930371248,1716.22997022639,12418.554000000002,4795,5228.84656930629,5784.42211270482,5720,1582,31.0,114.0,77,AR,42435,34886,14407.917999999998,4046.776,10465.800000000001,6139.9360000000015,15081.0,0.0,48.0,1505.0,0.0,49.0,0.0,0.0,354.0,0.0,478.0,0.0,0.0,20117,5005.0,4341,16253,14,28,35
76,5007,273510,80138.43000000001,48180.13723734031,7879.45834952559,65095.380000000005,46370,31725.832562976597,33765.6424528242,27900,7990,161.0,612.0,108,AR,302863,226571,77487.282,24922.81,53923.898,41009.351,70410.0,2542.0,97.0,10063.0,0.0,19.0,0.0,0.0,8485.0,712.0,3324.0,0.0,566.0,162246,5007.0,45231,79907,50,201,177
77,5009,37525,12908.6,5328.49179684875,1327.669336521375,11332.550000000001,5122,4943.20291822175,5408.778629369501,5420,1255,28.0,44.0,69,AR,38284,29646,11680.524,3320.3519999999994,9160.614,5573.448,18776.0,520.0,0.0,1267.0,0.0,0.0,0.0,0.0,354.0,0.0,304.0,0.0,0.0,14919,5009.0,2854,13968,10,24,25
